"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42"
5.377,3.3527,0,0,0,1,3,37.9,3,2,0,0,3.437,1.23,10.559,5,0.99,1.129,0,0,0,1.23,1,0,0,0,2.375,-0.002,0,0,1.809,0,2,0,1,3.774,2.288,0,8.414,0,0,"0"
4.953,3.6002,0,0,2,0,2,38.9,0,3,2,0,3.37,1.273,9.975,6,1.041,1.132,0,1,0,1.21,1,0,0,0,2.288,-0.008,0,20.612,1.602,0,2,2,0,3.861,2.985,1,8.551,0,0,"0"
4.965,3.6001,0,0,1,0,3,38.9,1,3,3,0,3.375,1.16,10.099,6,1.041,1.132,0,1,0,1.218,1,0,0,0,2.305,-0.008,0,20.537,1.553,0,2,2,1,3.88,3.182,1,8.601,0,0,"0"
4.958,3.552,0,0,1,0,3,38.9,1,3,3,0,3.375,1.16,10.099,6,1.041,1.132,0,1,0,1.226,1,0,0,0,2.303,-0.008,0,20.514,1.602,0,2,2,1,3.876,3.182,1,8.601,0,0,"0"
5.171,3.8233,0,0,4,0,4,34.5,2,5,4,0,3.798,1.45,10.639,11,1.043,1.142,0,2,0,1.196,1,0,0,0,2.417,0,0,42.668,1.814,0,3,4,1,3.972,3.265,2,9.052,0,0,"0"
4.732,3.3162,1,0,0,0,2,46.2,0,1,0,0,3.214,0.875,9.579,2,1.023,1.108,0,0,0,1.296,1,0,1,0,2.194,0.046,0,0,0.854,0,2,0,1,3.907,2.681,0,8.476,0,1,"0"
4.562,3.173,1,0,0,0,2,46.2,0,1,0,0,3.796,0.875,9.54,2,1.016,1.1,0,0,0,1.347,1,1,0,0,2.17,0.045,1,0,1.14,0,2,0,1,6.879,2.51,0,11.593,0,1,"0"
4.596,3.2243,1,0,0,0,2,46.2,0,1,0,0,3.796,0.875,9.54,2,1.016,1.1,0,0,0,1.355,1,1,0,0,2.175,0.045,1,0,1.069,0,2,0,1,6.88,2.51,0,11.593,0,1,"0"
4.732,3.2896,1,0,0,0,2,46.2,0,1,0,0,3.796,0.875,9.579,2,1.016,1.1,0,0,0,1.351,1,1,0,0,2.194,0.045,1,0,0.854,0,2,0,1,6.88,2.51,0,11.593,0,1,"0"
4.807,3.3155,1,0,0,0,3,43.8,1,1,0,0,3.297,0.881,9.833,2,1.012,1.113,0,0,0,1.296,1,0,1,0,2.246,-0.025,0,0,1.06,0,2,0,1,3.921,2.568,0,8.562,0,1,"0"
4.807,3.3875,2,0,0,0,3,46.2,0,1,0,0,3.462,0.881,9.833,2,1.048,1.103,0,0,0,1.317,1,0,1,0,2.246,-0.026,0,0,1.06,0,3,0,1,4.009,2.802,0,8.87,0,2,"0"
4.807,3.3439,2,0,0,0,3,46.2,0,1,0,0,4.264,0.881,9.833,2,1.034,1.088,0,0,0,1.415,1,1,0,0,2.246,-0.025,1,0,1.06,0,3,0,1,6.892,2.5,0,12.274,0,2,"0"
4.912,3.4778,2,0,0,0,3,46.2,0,1,0,0,3.462,0.881,9.863,2,1.048,1.103,0,0,0,1.318,1,0,1,0,2.264,-0.026,0,0,0.95,0,3,0,1,4.068,2.802,0,8.872,0,2,"0"
4.732,3.3803,2,0,0,0,3,46.2,0,1,0,0,3.462,0.881,9.803,2,1.048,1.103,0,0,0,1.328,1,0,1,0,2.236,-0.026,0,0,0.95,0,3,0,1,3.998,2.802,0,8.868,0,2,"0"
5.071,3.8133,2,0,1,0,4,40,0,3,2,0,3.715,1.124,10.277,6,1.1,1.123,0,1,0,1.261,1,0,1,0,2.353,0.005,0,20.509,1.513,0,4,2,1,4.076,3.407,1,9.175,0,2,"0"
4.962,2.3618,0,0,0,0,2,54.2,0,1,0,0.075,3.579,0.544,10.193,4,0.989,1.095,0,0,0,1.313,2,0,0,0,2.307,-0.001,0,11.846,2.627,0,0,0,0,3.755,2.286,0,8.63,0,0,"0"
4.641,3.0954,0,0,4,0,2,57.1,0,0,4,0,3.292,1.261,9.714,0,1.006,1.101,0,0,0,1.35,1,0,0,0,2.214,0.015,0,0,1.783,0,0,2,0,3.726,2.833,2,8.435,0,0,"0"
4.869,3.0922,2,0,4,0,3,36,0,2,4,-0.393,3.83,1.831,10.363,2,1.037,1.135,0,0,0,1.25,1,0,1,0,2.296,-0.001,0,11.353,3.18,0,3,3,1,4.051,2.659,2,9.113,0,2,"0"
5.387,2.1249,5,0,7,0,9,44.2,0,5,6,-0.656,4.622,0.824,11.344,12,1.056,1.108,0,0,0,1.296,3,0,1,0,2.42,0,0,35.742,5.31,0,9,4,3,4.741,2.823,2,10.284,0,4,"0"
4.994,3.2017,0,0,2,0,2,37.5,2,2,1,-0.425,3.582,1.805,10.269,6,0.995,1.132,0,0,0,1.221,1,0,0,0,2.322,-0.001,0,11.111,2.668,0,1,0,1,3.713,2.322,1,8.49,0,0,"0"
4.975,3.2319,0,0,2,0,2,37.9,2,2,1,-0.432,3.525,1.733,10.222,6,0.998,1.132,0,0,0,1.222,1,0,0,0,2.311,0.001,0,11.023,2.571,0,1,0,1,3.713,2.381,1,8.464,0,0,"0"
4.872,3.4872,0,0,2,0,3,47.4,1,2,5,0,3.533,1.604,10.05,2,1.033,1.118,0,0,0,1.275,1,0,0,0,2.294,-0.002,0,19.925,2.223,0,2,4,0,3.783,2.923,2,8.667,0,0,"0"
4,2,0,0,0,0,0,33.3,0,0,0,0,2.565,0,8.623,0,0.961,1.138,0,0,0,1.167,1,0,0,0,2,0.103,0,0,0.667,0,0,0,0,3.003,1.5,0,6.76,0,0,"0"
4,2.2551,0,0,0,0,0,37.5,0,0,0,0,2.618,0,8.623,0,0.964,1.13,0,0,0,1.226,1,0,0,0,2,0.112,0,0,0.667,0,0,0,0,3.175,1.667,0,7.081,0,0,"0"
5.236,2.8937,6,0,0,0,0,33.3,0,0,0,0,5.031,0.799,10.434,0,1.043,1.091,0,0,0,1.534,1,1,1,0,2.414,0.004,1,0,0.873,0,0,0,0,6.951,2.155,0,13.179,0,6,"0"
4.414,2.1712,1,0,0,0,0,33.3,0,0,0,0,2.995,0.802,9.183,0,0.979,1.135,0,0,0,1.23,1,0,1,0,2.101,-0.064,0,0,0.975,0,0,0,0,3.658,1.849,0,7.988,0,1,"0"
5.401,3.3983,6,0,0,0,6,34.6,3,1,0,0,4.883,2.184,11.058,5,0.998,1.12,0,0,0,1.391,1,0,1,0,2.466,0,0,0,3.079,0,6,0,0,10.323,2.159,0,14.019,0,5,"0"
5.276,3.4588,2,0,1,0,3,31,1,5,3,0,3.931,1.693,10.742,12,1.038,1.127,0,1,0,1.273,1,0,0,0,2.357,0,0,21.265,3.021,0,2,2,0,4.702,2.822,1,9.707,0,0,"0"
5.459,3.6981,0,0,0,2,4,37.5,6,3,0,-1.093,3.762,1.162,11.1,8,0.993,1.13,0,0,0,1.233,1,0,0,0,2.467,0,0,11.22,1.737,0,1,0,2,3.883,2.546,0,8.814,0,0,"0"
5.295,3.5985,5,0,0,0,4,35.7,0,4,0,-0.016,4.233,1.846,10.866,11,1.063,1.116,0,0,0,1.297,1,0,1,0,2.394,0,0,11.888,3.082,0,3,0,0,4.432,2.794,0,9.894,0,4,"0"
5.114,2.4193,0,0,0,0,4,47.1,3,0,0,0,3.66,0.703,10.497,0,0.969,1.11,0,0,0,1.324,2,0,0,0,2.374,0,0,0,2.706,0,0,0,0,3.771,1.875,0,8.682,0,0,"0"
5.611,2.1018,0,0,0,1,4,45,0,2,0,0,3.889,0.548,10.936,4,0.987,1.114,0,0,0,1.259,3,0,0,0,2.488,0,0,0,2.321,0,2,0,2,3.787,2.171,0,8.859,0,0,"0"
4.961,2.4328,2,0,0,0,6,48.1,0,2,0,0,3.947,0.732,10.578,6,1.022,1.104,0,0,0,1.305,2,0,1,0,2.349,0,0,0,3.001,0,4,0,2,3.939,2.572,0,9.249,0,2,"0"
5.221,2.7448,6,0,0,0,10,48.1,0,2,0,0,4.379,0.74,10.991,6,1.07,1.095,0,0,0,1.336,2,0,1,0,2.449,0,0,0,3.068,0,8,0,2,4.183,2.802,0,9.891,0,6,"0"
5.415,2.605,0,0,0,2,8,40.4,8,2,0,0,4.08,1.006,11.361,8,0.979,1.124,0,0,0,1.277,2,0,0,0,2.459,0,0,0,3.688,0,2,0,2,3.872,2.133,0,9.14,0,0,"0"
4.887,1.7855,0,0,2,0,0,31.9,2,0,6,0,3.616,0.732,10.577,0,0.97,1.145,0,0,0,1.211,2,0,0,0,2.329,0,0,0,3.219,4,0,4,4,3.374,1.794,2,8.174,0,0,"0"
5.076,1.9467,0,0,0,0,4,42,1,3,0,-0.185,4.049,2.094,10.679,10,0.989,1.121,0,0,0,1.25,2,0,0,0,2.372,0,0,12.363,5.623,0,2,0,1,3.827,2.222,0,8.963,0,0,"0"
5.656,2.6715,2,0,0,1,4,45.7,1,3,0,-0.741,4.116,1.33,10.978,9,1.02,1.11,0,0,0,1.279,2,0,1,0,2.481,0,0,12.298,2.211,0,2,0,1,3.944,2.562,0,9.362,0,2,"0"
5.097,2.9965,0,0,6,0,4,45.5,0,0,6,0,3.429,0.73,10.265,0,0.988,1.121,0,0,0,1.301,3,0,0,0,2.39,-0.002,0,0,1.128,0,2,4,4,3.918,2.222,2,8.577,0,0,"0"
5.119,3.0152,0,0,6,0,4,45.5,0,0,6,0,3.429,0.73,10.265,0,0.988,1.121,0,0,0,1.302,3,0,0,0,2.394,-0.002,0,0,1.098,0,2,4,4,3.921,2.222,2,8.577,0,0,"0"
4.933,2.0578,0,0,3,0,4,53.3,0,0,4,0,3.772,0,10.465,0,0.98,1.1,0,0,0,1.34,4,0,0,1,2.359,0,0,0,3.08,0,2,4,1,3.865,1.951,1,8.875,0,0,"0"
5.177,3.0834,2,0,0,0,5,52.6,0,1,0,0,3.754,0.773,10.418,3,1.027,1.093,0,0,0,1.337,3,0,1,0,2.426,0.001,0,0,1.085,0,3,0,1,4.122,2.504,0,9.163,0,2,"0"
4.861,2.4143,0,0,0,0,2,45.5,0,0,0,0,3.186,0,9.863,0,0.968,1.113,0,0,0,1.3,3,0,0,0,2.303,-0.007,0,0,1.047,0,0,0,0,3.657,1.733,0,8.069,0,0,"0"
4.783,2.289,0,0,0,0,0,42.9,1,0,0,1.669,3.072,1.057,9.982,0,0.967,1.119,0,0,0,1.324,3,0,0,0,2.413,0.012,0,0,1.358,2,0,0,0,3.594,1.704,0,7.933,0,0,"0"
5,2.039,0,0,0,0,0,45.5,0,0,0,0,3.196,0,10.284,0,0.968,1.113,0,0,0,1.35,6,0,0,0,2.518,0.003,0,0,0.912,4,0,0,0,3.633,1.633,0,8.066,0,0,"0"
5.352,2.4062,0,0,3,0,5,53.8,0,2,3,-0.309,3.801,0.682,10.784,8,1.011,1.099,0,0,0,1.298,6,0,0,0,2.518,0,0,24.44,1.322,0,1,2,2,3.966,2.569,1,8.965,0,0,"0"
4.88,2.4429,0,0,0,0,4,50,0,2,0,0,3.578,0.673,10.289,4,1.003,1.104,0,0,0,1.277,2,0,0,0,2.316,-0.001,0,0,2.38,0,2,0,2,3.767,2.476,0,8.634,0,0,"0"
5.393,2.1651,0,0,0,1,2,47.4,2,0,0,1.199,3.776,0.662,10.741,0,0.969,1.109,0,0,0,1.317,2,0,0,0,2.366,0,0,0,3.601,0,0,0,0,3.697,1.931,0,8.77,0,0,"0"
4.835,2.2543,0,0,3,0,3,53.8,0,0,4,0,3.666,0,10.423,0,0.982,1.099,0,0,0,1.354,4,0,0,1,2.417,0,0,0,2.345,0,0,4,1,3.942,1.944,1,8.839,0,0,"0"
4.931,2.9714,0,0,3,0,3,41.2,0,2,6,0,3.507,1.028,10.239,4,1.05,1.137,0,1,0,1.273,3,0,0,1,2.375,-0.002,0,20.668,1.723,0,1,6,1,3.966,2.875,3,8.841,0,0,"0"
4.499,3.0701,0,0,1,0,0,46.7,0,0,1,0,3.013,1.125,9.311,0,0.984,1.116,0,0,0,1.299,1,0,0,0,2.136,0.045,0,0,1.481,0,0,2,0,3.599,2.208,1,7.964,0,0,"0"
4.414,3.223,0,0,1,0,0,38.5,0,0,2,0,2.883,0.802,9.183,0,0.998,1.141,0,0,0,1.256,1,0,0,0,2.101,-0.081,0,0,0.975,0,1,4,2,3.581,2.381,2,7.834,0,0,"0"
5.29,3.4786,2,0,1,0,0,30,5,3,6,0,3.963,1.958,10.77,8,1.002,1.136,0,0,0,1.263,1,0,0,0,2.36,0,0,0,3.196,0,0,5,0,4.699,2.227,2,9.633,0,0,"0"
5,2.2838,0,0,6,0,4,41.5,0,0,8,0.556,3.887,1.048,10.745,0,0.982,1.128,0,0,0,1.281,2,0,0,0,2.358,0,0,0,3.585,0,2,6,1,3.796,2.067,3,8.919,0,0,"0"
5.775,1.4888,0,0,5,1,10,47.9,1,3,9,-0.314,4.579,0.42,11.693,14,0.992,1.111,0,0,0,1.286,11,0,0,1,2.666,0,0,13.296,3.124,1,5,8,1,4.026,2.024,2,9.653,1,0,"0"
4.837,3.2718,1,0,6,0,0,28.1,3,0,13,0,3.665,1.621,10.229,0,0.996,1.153,0,0,0,1.232,1,0,0,0,2.307,-0.001,0,0,2.315,0,0,3,2,3.939,2.111,5,8.797,0,0,"0"
4.985,2.5536,0,0,3,0,3,50,0,0,3,0,3.49,0.569,10.158,0,0.98,1.107,0,0,0,1.313,2,0,0,0,2.327,0.001,0,0,2.096,0,1,2,2,3.765,2.077,1,8.528,0,0,"0"
4.971,2.3195,2,0,0,0,3,52,0,0,0,0,3.837,0.648,10.338,0,0.998,1.095,0,0,0,1.352,2,0,1,0,2.322,0,0,0,2.758,0,1,0,0,3.926,2.17,0,9.118,0,2,"0"
3.618,3.2048,1,0,0,0,0,44.4,0,0,0,0,2.816,0,8.412,0,0.983,1.083,0,0,0,1.476,1,0,0,0,2,-0.214,0,0,0.579,0,0,0,0,4.034,1.967,0,8.415,0,0,"0"
5,3.5426,3,0,0,1,0,25,2,0,0,0,3.224,0.722,9.657,0,1.078,1.135,0,0,1,1.366,0,0,0,0,2,0.389,0,0,0.8,0,0,0,0,4.227,3.117,0,8.859,0,3,"0"
5.345,6.9923,0,0,0,1,0,32.7,8,8,0,-1.343,4.603,2.936,11.367,32,0.988,1.14,0,0,0,1.18,0,0,0,0,2.361,0,0,52.856,3.435,0,0,0,0,3.563,2.25,0,9.275,0,0,"0"
3.978,2.9644,0,0,1,0,0,32.8,1,1,1,0,3.799,3.44,9.762,1,0.971,1.141,0,0,0,1.207,0,0,0,0,1.98,0,0,9.874,8.527,0,0,1,0,3.359,1.905,1,8.252,0,0,"0"
4.17,3.3271,1,1,0,0,0,10,0,0,0,0.116,2.767,0.971,8.597,0,1.027,1.183,1,0,0,1.193,0,0,0,0,1.848,0.419,0,0,1.542,0,0,1,5,3.849,3.167,3,8.14,0,0,"0"
5.382,3.4093,0,0,0,2,2,44.4,2,0,0,0,3.648,1.197,10.84,0,1.139,1.229,0,0,2,1.046,1,0,0,0,2.381,0.001,0,0,2.219,0,0,0,0,3.809,4.417,0,8.673,0,6,"0"
4.796,3.4398,0,0,2,0,2,37.5,0,2,4,0,3.288,1.185,9.882,4,1.039,1.14,0,1,0,1.224,1,0,0,0,2.243,0.015,0,20.206,1.686,0,2,4,2,3.837,3.133,2,8.506,0,0,"0"
4.782,3.3148,0,0,1,0,2,38.9,0,3,2,0,3.37,1.273,9.947,6,1.041,1.132,0,1,0,1.211,1,0,0,0,2.251,-0.008,0,20.331,1.951,0,2,2,0,3.834,2.985,1,8.549,0,0,"0"
4.965,3.6023,0,0,2,0,3,38.9,1,3,2,0,3.375,1.16,10.099,6,1.041,1.132,0,1,0,1.218,1,0,0,0,2.305,-0.008,0,20.439,1.553,0,2,2,1,3.882,3.182,1,8.601,0,0,"0"
4.856,3.0864,2,0,0,0,3,42.1,0,3,0,-1.05,3.735,1.662,10.15,2,1.061,1.115,0,0,0,1.249,1,0,1,0,2.281,-0.002,0,10.157,2.83,0,3,0,1,4.009,2.991,0,9.053,0,2,"0"
5.516,2.7057,1,0,2,0,4,41.4,0,2,4,0,3.872,0.732,10.806,8,1.012,1.118,0,0,0,1.29,2,0,0,0,2.426,0,0,24.454,2.676,0,4,4,4,4.738,2.681,2,9.664,0,0,"0"
4.862,3.0744,2,0,3,0,3,37.5,0,1,5,-0.205,3.772,1.618,10.32,3,1.025,1.132,0,0,0,1.283,1,0,1,0,2.292,0.001,0,11.247,2.902,0,3,2,1,4.051,2.599,2,9.082,0,2,"0"
5.014,2.3207,0,0,0,0,4,56.5,0,0,0,0,3.508,0,10.384,0,0.975,1.09,0,0,0,1.355,6,0,0,0,2.469,-0.001,0,0,1.305,0,0,0,0,3.866,1.859,0,8.609,0,0,"0"
5.188,2.6152,3,0,2,1,2,45,0,2,2,-1.233,3.998,1.274,10.841,6,1.082,1.116,0,0,0,1.287,3,0,0,0,2.497,0,0,23.37,2.276,0,0,3,0,4.257,3.123,1,9.436,0,3,"0"
5.715,2.0229,0,0,4,1,7,43.3,0,2,6,-0.299,4.337,0.971,11.472,9,0.991,1.122,0,0,0,1.275,5,0,0,0,2.617,0,0,13.096,2.313,1,3,6,0,3.97,2.099,3,9.415,1,0,"0"
5.414,2.419,1,2,11,1,7,42.5,4,1,12,0,4.094,0.917,11.157,3,1.001,1.124,0,0,0,1.303,4,0,1,1,2.489,0,0,0,2.907,0,3,10,1,4.065,2.229,3,9.38,0,1,"0"
4.593,2.3348,0,0,0,0,0,29.6,2,1,2,0,3.098,1.461,9.665,0,0.981,1.149,0,0,0,1.17,1,0,0,0,2.175,0.012,0,0,2.298,0,0,3,0,3.265,1.833,1,7.58,0,0,"0"
5.28,2.0284,1,0,3,0,4,54.5,0,3,5,-0.647,4.44,0.636,11.127,10,1.022,1.092,0,0,0,1.327,6,1,0,0,2.551,0,1,25.24,2.585,1,2,4,1,6.881,2.525,1,11.664,0,1,"0"
5.054,2.3939,2,1,8,0,6,42.9,0,2,16,0,4.393,1.709,10.966,4,1.032,1.128,0,1,0,1.289,2,0,1,0,2.374,0,0,21.618,5.285,0,6,14,0,4.09,2.758,6,9.674,0,2,"0"
5.421,1.9985,1,0,4,0,9,52.6,0,4,3,-0.848,4.52,0.638,11.207,15,1.025,1.097,0,0,0,1.305,7,1,0,0,2.558,0,1,25.591,3.126,0,5,2,3,6.879,2.561,1,11.671,0,1,"0"
5.468,2.0989,0,0,7,0,9,50,0,6,8,-1.693,4.31,0.82,11.288,18,1.04,1.108,0,1,0,1.261,7,0,0,1,2.583,0,0,48.901,2.801,0,5,6,3,4.061,2.887,2,9.531,0,0,"0"
4,2.8657,3,0,0,0,0,20,1,0,0,0,3.134,0.811,8.318,0,1.148,1.132,0,0,0,1.376,0,0,0,0,1.732,-0.636,0,0,1,0,0,0,0,4.118,3.417,0,8.732,0,3,"0"
3.414,2.1303,2,0,0,0,0,25,2,0,0,0,4.047,1,7.408,0,1.014,1.116,0,0,0,1.5,0,1,0,0,1.618,-0.501,0,0,1.707,0,0,0,0,6.901,2.125,0,12.252,0,2,"0"
4.303,3.0128,3,0,0,0,0,27.3,2,0,0,0,3.295,1.459,8.815,0,1.046,1.136,0,0,0,1.28,0,0,1,0,1.932,-0.226,0,0,1.745,0,0,0,0,3.819,2.778,0,8.704,0,3,"0"
4.517,2.7655,0,0,1,0,1,40,1,0,2,0,3.073,1.409,9.391,0,0.976,1.129,0,0,0,1.264,1,0,0,0,2.149,-0.024,0,0,2.036,0,1,3,1,3.562,1.963,1,7.899,0,0,"0"
5.018,2.6755,0,0,0,0,4,50,0,4,0,-1.992,3.746,1.125,10.568,8,1.035,1.104,0,0,0,1.254,3,0,0,0,2.396,0,0,21.451,2.158,0,0,0,2,3.919,3,0,8.915,0,0,"0"
5.014,2.6689,1,0,0,0,4,57.1,0,0,0,0,3.647,0,10.384,0,0.981,1.075,0,0,0,1.419,6,0,0,0,2.469,-0.001,0,0,1.305,0,0,0,0,4.345,1.885,0,9.171,0,0,"0"
4.303,3.3609,1,0,0,0,0,30,0,0,2,0,2.965,0.862,9.067,0,1.016,1.133,0,0,0,1.35,1,0,0,0,2.115,0.139,0,0,0.956,0,0,1,2,4.123,2.417,2,8.563,0,0,"0"
3.902,2.906,0,0,4,0,0,21.4,2,0,0,0,3.063,2.322,8.881,0,0.985,1.175,0,0,0,1.104,0,0,0,0,1.919,-0.024,0,0,4.086,0,0,6,6,2.995,2.2,4,7.275,0,0,"0"
3.973,2.8789,1,0,0,0,0,31.6,2,0,0,0,3.744,3.301,9.649,0,0.963,1.137,0,0,0,1.238,0,0,0,0,1.975,0,0,0,7.718,0,0,0,0,3.349,1.617,0,8.202,0,0,"0"
5.259,4.7145,1,0,0,0,0,23.1,3,4,0,0,3.375,1.868,10.091,9,1.014,1.149,0,0,0,1.165,0,0,0,0,2.236,0.015,0,11.347,1.836,0,0,0,0,4.415,2.619,0,9.008,0,0,"0"
5.236,4.6932,1,0,0,0,0,17.6,0,4,0,0,3.144,1.406,9.967,9,1.041,1.155,0,0,0,1.136,0,0,0,0,2.189,-0.09,0,10.653,1.309,0,0,0,0,4.421,3.038,0,8.962,0,0,"0"
5.271,5.431,1,0,0,0,0,30,6,4,0,0,4.187,2.826,10.853,15,0.978,1.142,0,0,0,1.194,0,0,0,0,2.298,0,0,13.429,3.847,0,0,0,0,4.416,1.959,0,9.317,0,0,"0"
5.262,3.6865,2,0,0,0,0,30.5,3,0,0,0,3.88,2.733,10.387,0,0.962,1.135,0,0,0,1.299,0,0,1,0,2.257,0,0,0,3.441,0,0,0,0,4.278,1.665,0,9.024,0,1,"0"
4.807,3.2147,0,0,2,0,3,40,2,0,3,0,3.087,0.881,9.833,0,0.976,1.129,0,0,0,1.288,1,0,0,0,2.246,-0.024,0,0,1.06,0,1,2,2,3.704,2.111,1,8.099,0,0,"0"
4.882,3.2197,0,0,2,0,2,39.1,0,2,2,-0.89,3.399,1.258,10.136,4,1.008,1.13,0,0,0,1.221,1,0,0,0,2.288,0.004,0,10.557,2.011,0,1,2,1,3.733,2.667,1,8.409,0,0,"0"
5.201,3.8748,0,0,2,0,3,40,0,6,3,-3.157,3.707,1.254,10.498,12,1.092,1.129,0,1,0,1.174,1,0,0,0,2.404,-0.001,0,42.199,1.609,0,1,2,2,3.94,3.756,1,8.937,0,0,"0"
5.375,3.6618,1,0,1,0,3,33.3,1,3,2,0,3.564,1.124,10.524,6,1.033,1.129,0,0,0,1.235,1,0,0,0,2.368,0.004,0,21.363,1.671,0,2,2,3,4.74,3.16,1,9.542,0,0,"0"
5.511,2.6317,1,0,0,0,4,44.4,0,4,0,0,3.884,0.732,10.806,12,1.03,1.105,0,0,0,1.275,2,0,0,0,2.42,0,0,24.186,2.731,0,4,0,2,4.737,2.917,0,9.671,0,0,"0"
5.016,2.2586,0,0,0,0,0,37.5,1,3,0,-0.589,3.389,0.799,10.366,8,1.012,1.13,0,0,0,1.195,3,0,0,0,2.441,-0.002,0,22.204,1.197,3,0,0,0,3.686,2.611,0,8.289,0,0,"0"
4.694,1.7937,1,0,6,0,0,32.5,0,0,6,0.902,3.673,0.5,10.219,0,0.975,1.137,0,0,0,1.228,2,0,0,0,2.236,0,0,0,3.872,0,0,4,2,3.856,1.75,2,8.614,0,0,"0"
5.665,1.9758,2,0,0,0,3,51.4,0,0,0,0,4.052,0.432,10.89,0,0.976,1.085,0,0,0,1.424,3,0,1,0,2.49,0,0,0,1.839,0,3,0,0,4.433,1.99,0,9.487,0,1,"0"
5.307,3.0431,10,0,0,0,12,52.2,0,1,0,0,5.701,0.719,11.156,4,1.089,1.03,0,0,0,1.583,2,1,0,0,2.485,0,1,0,3.176,0,12,0,0,6.99,2.217,0,13.877,0,10,"0"
5.511,1.5321,0,0,2,2,6,48.4,4,0,4,0,4.328,0.541,11.432,0,0.973,1.108,0,0,0,1.315,4,0,0,1,2.431,0,0,0,5.586,0,2,4,1,3.805,1.903,1,9.379,0,0,"0"
5.645,2.6483,0,0,0,1,2,48.3,0,3,0,-1.283,3.768,0.922,10.779,8,1.01,1.108,0,0,0,1.253,2,0,0,0,2.461,0,0,11.372,2.163,0,0,0,2,3.815,2.662,0,8.81,0,0,"0"
5.35,2.0188,4,0,0,0,12,53.3,0,7,0,-5.135,4.7,0.899,11.524,18,1.062,1.092,0,0,0,1.297,6,0,1,0,2.522,0,0,49.639,5.027,0,4,0,2,4.18,2.932,0,10.094,2,4,"0"
5.995,3.0045,6,0,0,3,0,39.1,0,4,0,-3.753,4.318,1.053,11.51,8,1.116,1.112,0,0,0,1.278,3,0,1,0,2.789,0,0,22.691,1.075,4,0,0,2,4.405,3.355,0,9.839,0,6,"0"
5.38,2.1089,0,0,0,0,0,40,3,3,0,0.787,3.73,1,10.919,8,0.998,1.125,0,0,0,1.237,6,0,0,0,2.596,0,0,23.572,1.434,5,0,0,0,3.795,2.353,0,8.688,0,0,"0"
5.119,2.5804,0,0,0,0,4,54.5,0,0,0,0,3.434,0,10.355,0,0.974,1.094,0,0,0,1.369,7,0,0,0,2.471,0.001,0,0,0.751,0,0,0,0,3.941,1.806,0,8.592,0,0,"0"
5.423,2.9683,4,0,2,0,8,35.3,0,6,4,0,4.386,1.016,11.356,12,1.07,1.119,0,0,0,1.262,2,0,1,0,2.477,0,0,45.487,3.03,0,6,4,6,4.751,3.308,2,10.384,0,2,"0"
5.039,2.6275,0,0,0,0,3,50,0,2,0,-0.79,3.589,1.217,10.309,2,1.003,1.104,0,0,0,1.29,3,0,0,0,2.376,-0.001,0,10.612,2.131,0,0,0,1,3.879,2.512,0,8.701,0,0,"0"
5.369,2.3752,5,0,2,1,0,37,1,2,3,-0.557,4.187,1.455,10.969,6,1.053,1.115,0,0,0,1.299,3,0,0,0,2.504,0,0,24.195,2.749,2,0,3,0,4.311,2.77,1,9.635,0,4,"0"
5.431,2.8292,0,0,0,2,0,30,4,1,1,0,3.203,0.832,10.681,2,0.979,1.148,0,0,0,1.202,1,0,0,0,2.394,-0.007,0,0,1.055,2,0,6,2,3.509,2.121,1,7.93,0,0,"0"
4.792,1.7397,6,0,0,0,0,30,0,0,2,2.068,4.217,0.548,10.477,0,0.99,1.106,0,0,0,1.364,2,0,0,0,2.242,0,0,0,5.633,0,0,4,0,4.476,1.85,2,9.806,0,0,"0"
4,2.368,0,0,0,0,0,28.6,0,2,0,0,2.647,0,8.623,0,1.014,1.149,0,0,0,1.083,1,0,0,0,2,0.135,0,0,0.667,0,0,0,0,3.122,2.167,0,7.015,0,0,"0"
4.732,3.6508,0,0,0,0,0,20,0,0,9,0,3.146,0.881,9.803,0,1.041,1.199,0,0,0,1.146,1,0,0,0,2.236,-0.028,0,0,0.95,0,0,0,6,3.775,2.889,6,8.228,0,0,"0"
4.838,2.2234,0,0,2,0,0,33.3,0,0,6,1.397,3.229,0,9.909,0,0.977,1.145,0,0,0,1.22,3,0,0,0,2.291,0.004,0,0,1.145,0,0,5,0,3.502,1.697,2,7.886,0,0,"0"
4.732,2.2384,0,0,0,0,0,30,0,0,0,0,2.92,0,9.728,0,0.981,1.154,0,0,0,1.156,3,0,0,0,2.303,-0.021,0,0,0.5,0,0,6,0,3.369,1.625,2,7.49,0,0,"0"
5.02,2.2627,0,0,4,0,6,42.3,4,4,8,-1.023,4.241,1.776,11.051,6,1.004,1.123,0,0,0,1.267,2,0,0,0,2.392,0,0,45.646,4.905,0,2,6,2,3.834,2.595,2,9.307,0,0,"0"
5.013,1.8267,2,1,16,0,7,42.4,2,5,14,-1.123,4.692,1.541,11.371,5,1.019,1.121,0,0,0,1.277,5,0,1,0,2.415,0,0,35.613,4.374,0,4,13,1,4.304,2.444,5,9.956,0,1,"0"
